Congress,Name,State or Territory,Party,Service,url,img,Footnote
93rd (1973-1975),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
94th (1975-1977),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
95th (1977-1979),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
96th (1979-1981),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
97th (1981-1983),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
98th (1983-1985),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
99th (1985-1987),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
100th (1987-1989),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
101st (1989-1991),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
102nd (1991-1993),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
103rd (1993-1995),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
104th (1995-1997),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
105th (1997-1999),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
106th (1999-2001),"CLAY, William Lacy, Sr.",MO,Democrat,House,https://history.house.gov/People/Detail/11058,https://historycms2.house.gov/assets/33516.jpg?sz=310,
91st (1969-1971),"COLLINS, George Washington",IL,Democrat,House,https://history.house.gov/People/Detail/11250,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000637.jpg,
92nd (1971-1973),"COLLINS, George Washington",IL,Democrat,House,https://history.house.gov/People/Detail/11250,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000637.jpg,
91st (1969-1971),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
92nd (1971-1973),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
93rd (1973-1975),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
94th (1975-1977),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
95th (1977-1979),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
96th (1979-1981),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
97th (1981-1983),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
98th (1983-1985),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
99th (1985-1987),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
100th (1987-1989),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
101st (1989-1991),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
102nd (1991-1993),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
103rd (1993-1995),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
104th (1995-1997),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
105th (1997-1999),"STOKES, Louis",OH,Democrat,House,https://history.house.gov/People/Detail/22311,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000948.jpg,
92nd (1971-1973),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
93rd (1973-1975),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
94th (1975-1977),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
95th (1977-1979),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
96th (1979-1981),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
97th (1981-1983),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
98th (1983-1985),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
99th (1985-1987),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
100th (1987-1989),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
101st (1989-1991),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
102nd (1991-1993),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
103rd (1993-1995),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
104th (1995-1997),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,
105th (1997-1999),"DELLUMS, Ronald V.",CA,Democrat,House,https://history.house.gov/People/Detail/12109,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000222.jpg,"Ronald V. Dellums resigned on February 6, 1998, and was succeeded by Barbara Lee on April 7, 1998."
92nd (1971-1973),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
93rd (1973-1975),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
94th (1975-1977),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
95th (1977-1979),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
96th (1979-1981),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
97th (1981-1983),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
98th (1983-1985),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
99th (1985-1987),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
100th (1987-1989),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
101st (1989-1991),"FAUNTROY, Walter Edward",DC,Democrat,House,https://history.house.gov/People/Detail/13023,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000046.jpg,
92nd (1971-1973),"METCALFE, Ralph Harold",IL,Democrat,House,https://history.house.gov/People/Detail/18169,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000675.jpg,
93rd (1973-1975),"METCALFE, Ralph Harold",IL,Democrat,House,https://history.house.gov/People/Detail/18169,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000675.jpg,
94th (1975-1977),"METCALFE, Ralph Harold",IL,Democrat,House,https://history.house.gov/People/Detail/18169,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000675.jpg,
95th (1977-1979),"METCALFE, Ralph Harold",IL,Democrat,House,https://history.house.gov/People/Detail/18169,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000675.jpg,
92nd (1971-1973),"MITCHELL, Parren James",MD,Democrat,House,https://history.house.gov/People/Detail/18367,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000826.jpg,
93rd (1973-1975),"MITCHELL, Parren James",MD,Democrat,House,https://history.house.gov/People/Detail/18367,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000826.jpg,
94th (1975-1977),"MITCHELL, Parren James",MD,Democrat,House,https://history.house.gov/People/Detail/18367,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000826.jpg,
95th (1977-1979),"MITCHELL, Parren James",MD,Democrat,House,https://history.house.gov/People/Detail/18367,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000826.jpg,
96th (1979-1981),"MITCHELL, Parren James",MD,Democrat,House,https://history.house.gov/People/Detail/18367,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000826.jpg,
97th (1981-1983),"MITCHELL, Parren James",MD,Democrat,House,https://history.house.gov/People/Detail/18367,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000826.jpg,
98th (1983-1985),"MITCHELL, Parren James",MD,Democrat,House,https://history.house.gov/People/Detail/18367,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000826.jpg,
99th (1985-1987),"MITCHELL, Parren James",MD,Democrat,House,https://history.house.gov/People/Detail/18367,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000826.jpg,
92nd (1971-1973),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
93rd (1973-1975),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
94th (1975-1977),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
95th (1977-1979),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
96th (1979-1981),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
97th (1981-1983),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
98th (1983-1985),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
99th (1985-1987),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
100th (1987-1989),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
101st (1989-1991),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
102nd (1991-1993),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
103rd (1993-1995),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
104th (1995-1997),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
105th (1997-1999),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
106th (1999-2001),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
107th (2001-2003),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
108th (2003-2005),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
109th (2005-2007),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
110th (2007-2009),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
111th (2009-2011),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
112th (2011-2013),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
113th (2013-2015),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
114th (2015-2017),"RANGEL, Charles B.",NY,Democrat,House,https://history.house.gov/People/Detail/20144,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000053.jpg,
93rd (1973-1975),"BURKE, Yvonne Brathwaite",CA,Democrat,House,https://history.house.gov/People/Detail/7693,https://historycms2.house.gov/assets/37412.jpg?sz=310,
94th (1975-1977),"BURKE, Yvonne Brathwaite",CA,Democrat,House,https://history.house.gov/People/Detail/7693,https://historycms2.house.gov/assets/37412.jpg?sz=310,
95th (1977-1979),"BURKE, Yvonne Brathwaite",CA,Democrat,House,https://history.house.gov/People/Detail/7693,https://historycms2.house.gov/assets/37412.jpg?sz=310,
93rd (1973-1975),"COLLINS, Cardiss",IL,Democrat,House,https://history.house.gov/People/Detail/11246,https://historycms2.house.gov/assets/37387.jpg?sz=310,
